,"China National Emissions Trading System",,,," ","European Union Emissions Trading System (until 2018)",,,," ","Korean Emissions Trading System",,,,," ","New Zealand Emissions Trading System (Up to 2023)",,,,,,,," ","New Zealand Emissions Trading System (From 2024)",,,,,,,," "
Date,"Exchange rate CNY/EUR","Exchange rate CNY/USD","Market Currency","Secondary Market"," ","Exchange rate EUR/EUR","Exchange rate EUR/USD","Market Currency","Primary Market"," ","Exchange rate KRW/EUR","Exchange rate KRW/USD","Market Currency","Primary Market","Secondary Market"," ","Exchange rate NZD/EUR","Exchange rate NZD/USD","Market Currency","Primary Market","Primary Stability 1","Primary Stability 2","Secondary Market","Secondary Stability 5"," ","Exchange rate NZD/EUR","Exchange rate NZD/USD","Market Currency","Primary Market","Primary Stability 1","Primary Stability 2","Primary Stability 3","Secondary Market"," "
2022-01-17,0.139054509,0.157332893,CNY,58.48," ",,,,," ",0.000740214,0.000837514,KRW,,35250," ",0.596050381,0.674399784,NZD,,,,72.1,," ",,,,,,,,," "
2022-01-18,0.139054509,0.157332893,CNY,58.5," ",,,,," ",0.000740214,0.000837514,KRW,,35200," ",0.596050381,0.674399784,NZD,,,,72.25,," ",,,,,,,,," "
2022-01-19,0.139054509,0.157332893,CNY,56," ",,,,," ",0.000740214,0.000837514,KRW,,35000," ",0.596050381,0.674399784,NZD,,,,73.35,," ",,,,,,,,," "
2022-01-20,0.139054509,0.157332893,CNY,58," ",,,,," ",0.000740214,0.000837514,KRW,,35100," ",0.596050381,0.674399784,NZD,,,,74.25,," ",,,,,,,,," "
2022-01-21,0.139054509,0.157332893,CNY,57.46," ",,,,," ",0.000740214,0.000837514,KRW,,35000," ",0.596050381,0.674399784,NZD,,,,74.95,," ",,,,,,,,," "
2022-01-24,0.139054509,0.157332893,CNY,57.87," ",,,,," ",0.000740214,0.000837514,KRW,,34950," ",,,,,,,,," ",,,,,,,,," "
2022-01-25,0.139054509,0.157332893,CNY,57.83," ",,,,," ",0.000740214,0.000837514,KRW,,34950," ",0.596050381,0.674399784,NZD,,,,74.92,," ",,,,,,,,," "
2022-01-26,0.139054509,0.157332893,CNY,57.88," ",,,,," ",0.000740214,0.000837514,KRW,,35000," ",0.596050381,0.674399784,NZD,,,,75.1,," ",,,,,,,,," "
2022-01-27,0.139054509,0.157332893,CNY,56," ",,,,," ",0.000740214,0.000837514,KRW,,34850," ",0.596050381,0.674399784,NZD,,,,75.25,," ",,,,,,,,," "
2022-01-28,0.139054509,0.157332893,CNY,61.38," ",,,,," ",0.000740214,0.000837514,KRW,,34950," ",0.596050381,0.674399784,NZD,,,,75.25,," ",,,,,,,,," "
2022-02-07,0.139037152,0.157694548,CNY,58.08," ",,,,," ",0.000735757,0.000834488,KRW,,34800," ",,,,,,,,," ",,,,,,,,," "
2022-02-08,0.139037152,0.157694548,CNY,58.5," ",,,,," ",0.000735757,0.000834488,KRW,,34650," ",0.587986989,0.666888963,NZD,,,,78.3,," ",,,,,,,,," "
2022-02-09,0.139037152,0.157694548,CNY,58.5," ",,,,," ",0.000735757,0.000834488,KRW,34200,34300," ",0.587986989,0.666888963,NZD,,,,81,," ",,,,,,,,," "
2022-02-10,0.139037152,0.157694548,CNY,60," ",,,,," ",0.000735757,0.000834488,KRW,,33600," ",0.587986989,0.666888963,NZD,,,,81.5,," ",,,,,,,,," "
2022-02-11,0.139037152,0.157694548,CNY,56.15," ",,,,," ",0.000735757,0.000834488,KRW,,33600," ",0.587986989,0.666888963,NZD,,,,82.9,," ",,,,,,,,," "
2022-02-14,0.139037152,0.157694548,CNY,58.41," ",,,,," ",0.000735757,0.000834488,KRW,,33300," ",0.587986989,0.666888963,NZD,,,,84.5,," ",,,,,,,,," "
2022-02-15,0.139037152,0.157694548,CNY,58.4," ",,,,," ",0.000735757,0.000834488,KRW,,31800," ",0.587986989,0.666888963,NZD,,,,86.25,," ",,,,,,,,," "
2022-02-16,0.139037152,0.157694548,CNY,56.6," ",,,,," ",0.000735757,0.000834488,KRW,,30500," ",0.587986989,0.666888963,NZD,,,,85.5,," ",,,,,,,,," "
2022-02-17,0.139037152,0.157694548,CNY,56.5," ",,,,," ",0.000735757,0.000834488,KRW,,30000," ",0.587986989,0.666888963,NZD,,,,85,," ",,,,,,,,," "
2022-02-18,0.139037152,0.157694548,CNY,56.88," ",,,,," ",0.000735757,0.000834488,KRW,,29900," ",0.587986989,0.666888963,NZD,,,,84,," ",,,,,,,,," "
2022-02-21,0.139037152,0.157694548,CNY,56.99," ",,,,," ",0.000735757,0.000834488,KRW,,30000," ",0.587986989,0.666888963,NZD,,,,82.5,," ",,,,,,,,," "
2022-02-22,0.139037152,0.157694548,CNY,56.78," ",,,,," ",0.000735757,0.000834488,KRW,,30000," ",0.587986989,0.666888963,NZD,,,,80.75,," ",,,,,,,,," "
2022-02-23,0.139037152,0.157694548,CNY,56.49," ",,,,," ",0.000735757,0.000834488,KRW,,29950," ",0.587986989,0.666888963,NZD,,,,80.75,," ",,,,,,,,," "
2022-02-24,0.139037152,0.157694548,CNY,58," ",,,,," ",0.000735757,0.000834488,KRW,,30000," ",0.587986989,0.666888963,NZD,,,,80,," ",,,,,,,,," "
2022-02-25,0.139037152,0.157694548,CNY,58.53," ",,,,," ",0.000735757,0.000834488,KRW,,30100," ",0.587986989,0.666888963,NZD,,,,80,," ",,,,,,,,," "
2022-02-28,0.139037152,0.157694548,CNY,57.74," ",,,,," ",0.000735757,0.000834488,KRW,,30200," ",0.587986989,0.666888963,NZD,,,,80.75,," ",,,,,,,,," "
2022-03-01,0.143032702,0.157607113,CNY,57.8," ",,,,," ",,,,,," ",0.622489162,0.685918101,NZD,,,,80,," ",,,,,,,,," "
2022-03-02,0.143032702,0.157607113,CNY,57.9," ",,,,," ",0.000743247,0.000818981,KRW,,30100," ",0.622489162,0.685918101,NZD,,,,78.5,," ",,,,,,,,," "
2022-03-03,0.143032702,0.157607113,CNY,57.9," ",,,,," ",0.000743247,0.000818981,KRW,,29800," ",0.622489162,0.685918101,NZD,,,,79,," ",,,,,,,,," "
2022-03-04,0.143032702,0.157607113,CNY,57.9," ",,,,," ",0.000743247,0.000818981,KRW,,29700," ",0.622489162,0.685918101,NZD,,,,78.5,," ",,,,,,,,," "
2022-03-07,0.143032702,0.157607113,CNY,57.04," ",,,,," ",0.000743247,0.000818981,KRW,,28800," ",0.622489162,0.685918101,NZD,,,,76.5,," ",,,,,,,,," "
2022-03-08,0.143032702,0.157607113,CNY,57," ",,,,," ",0.000743247,0.000818981,KRW,,27900," ",0.622489162,0.685918101,NZD,,,,74.75,," ",,,,,,,,," "
2022-03-09,0.143032702,0.157607113,CNY,58," ",,,,," ",,,,,," ",0.622489162,0.685918101,NZD,,,,70.25,," ",,,,,,,,," "
2022-03-10,0.143032702,0.157607113,CNY,57.26," ",,,,," ",0.000743247,0.000818981,KRW,,26800," ",0.622489162,0.685918101,NZD,,,,72,," ",,,,,,,,," "
2022-03-11,0.143032702,0.157607113,CNY,57.6," ",,,,," ",0.000743247,0.000818981,KRW,,26400," ",0.622489162,0.685918101,NZD,,,,72.5,," ",,,,,,,,," "
2022-03-14,0.143032702,0.157607113,CNY,58," ",,,,," ",0.000743247,0.000818981,KRW,,26200," ",0.622489162,0.685918101,NZD,,,,72,," ",,,,,,,,," "
2022-03-15,0.143032702,0.157607113,CNY,57.77," ",,,,," ",0.000743247,0.000818981,KRW,,25700," ",0.622489162,0.685918101,NZD,,,,71.75,," ",,,,,,,,," "
2022-03-16,0.143032702,0.157607113,CNY,57," ",,,,," ",0.000743247,0.000818981,KRW,24100,24850," ",0.622489162,0.685918101,NZD,70,30,70,73.5,," ",,,,,,,,," "
2022-03-17,0.143032702,0.157607113,CNY,57," ",,,,," ",0.000743247,0.000818981,KRW,,23700," ",0.622489162,0.685918101,NZD,,,,73.62,," ",,,,,,,,," "
2022-03-18,0.143032702,0.157607113,CNY,58," ",,,,," ",0.000743247,0.000818981,KRW,,21350," ",0.622489162,0.685918101,NZD,,,,73.62,," ",,,,,,,,," "
2022-03-21,0.143032702,0.157607113,CNY,58.5," ",,,,," ",0.000743247,0.000818981,KRW,,19250," ",0.622489162,0.685918101,NZD,,,,73.45,," ",,,,,,,,," "
2022-03-22,0.143032702,0.157607113,CNY,58," ",,,,," ",0.000743247,0.000818981,KRW,,20400," ",0.622489162,0.685918101,NZD,,,,72.9,," ",,,,,,,,," "
2022-03-23,0.143032702,0.157607113,CNY,58.4," ",,,,," ",0.000743247,0.000818981,KRW,,20800," ",0.622489162,0.685918101,NZD,,,,73.1,," ",,,,,,,,," "
2022-03-24,0.143032702,0.157607113,CNY,58.01," ",,,,," ",0.000743247,0.000818981,KRW,,22700," ",0.622489162,0.685918101,NZD,,,,74,," ",,,,,,,,," "
2022-03-25,0.143032702,0.157607113,CNY,58," ",,,,," ",0.000743247,0.000818981,KRW,,23250," ",0.622489162,0.685918101,NZD,,,,75.25,," ",,,,,,,,," "
2022-03-28,0.143032702,0.157607113,CNY,58," ",,,,," ",0.000743247,0.000818981,KRW,,23400," ",0.622489162,0.685918101,NZD,,,,76,," ",,,,,,,,," "
2022-03-29,0.143032702,0.157607113,CNY,58.5," ",,,,," ",0.000743247,0.000818981,KRW,,23500," ",0.622489162,0.685918101,NZD,,,,76.05,," ",,,,,,,,," "
2022-03-30,0.143032702,0.157607113,CNY,58.5," ",,,,," ",0.000743247,0.000818981,KRW,,23400," ",0.622489162,0.685918101,NZD,,,,76,," ",,,,,,,,," "
2022-03-31,0.143032702,0.157607113,CNY,58.55," ",,,,," ",0.000743247,0.000818981,KRW,,23000," ",0.622489162,0.685918101,NZD,,,,75.9,," ",,,,,,,,," "
2022-04-01,0.143672853,0.155435879,CNY,58.5," ",,,,," ",0.000750055,0.000811464,KRW,,22800," ",0.626871703,0.678195999,NZD,,,,76,," ",,,,,,,,," "
2022-04-06,0.143672853,0.155435879,CNY,60," ",,,,," ",0.000750055,0.000811464,KRW,,21000," ",0.626871703,0.678195999,NZD,,,,76,," ",,,,,,,,," "
2022-04-07,0.143672853,0.155435879,CNY,59," ",,,,," ",0.000750055,0.000811464,KRW,,21100," ",0.626871703,0.678195999,NZD,,,,76,," ",,,,,,,,," "
2022-04-08,0.143672853,0.155435879,CNY,59.99," ",,,,," ",0.000750055,0.000811464,KRW,,20900," ",0.626871703,0.678195999,NZD,,,,75.9,," ",,,,,,,,," "
2022-04-11,0.143672853,0.155435879,CNY,60," ",,,,," ",0.000750055,0.000811464,KRW,,21000," ",0.626871703,0.678195999,NZD,,,,75.5,," ",,,,,,,,," "
2022-04-12,0.143672853,0.155435879,CNY,60," ",,,,," ",0.000750055,0.000811464,KRW,,21200," ",0.626871703,0.678195999,NZD,,,,76.25,," ",,,,,,,,," "
2022-04-13,0.143672853,0.155435879,CNY,60," ",,,,," ",0.000750055,0.000811464,KRW,20550,21000," ",0.626871703,0.678195999,NZD,,,,76.5,," ",,,,,,,,," "
2022-04-14,0.143672853,0.155435879,CNY,60," ",,,,," ",0.000750055,0.000811464,KRW,,21000," ",0.626871703,0.678195999,NZD,,,,76.5,," ",,,,,,,,," "
2022-04-15,0.143672853,0.155435879,CNY,60," ",,,,," ",0.000750055,0.000811464,KRW,,20950," ",,,,,,,,," ",,,,,,,,," "
2022-04-18,0.143672853,0.155435879,CNY,60," ",,,,," ",0.000750055,0.000811464,KRW,,21000," ",,,,,,,,," ",,,,,,,,," "
2022-04-19,0.143672853,0.155435879,CNY,60," ",,,,," ",0.000750055,0.000811464,KRW,,21050," ",0.626871703,0.678195999,NZD,,,,76.8,," ",,,,,,,,," "
2022-04-20,0.143672853,0.155435879,CNY,60," ",,,,," ",0.000750055,0.000811464,KRW,,20800," ",0.626871703,0.678195999,NZD,,,,76.85,," ",,,,,,,,," "
2022-04-21,0.143672853,0.155435879,CNY,60," ",,,,," ",0.000750055,0.000811464,KRW,,20600," ",0.626871703,0.678195999,NZD,,,,76.25,," ",,,,,,,,," "
2022-04-22,0.143672853,0.155435879,CNY,60," ",,,,," ",0.000750055,0.000811464,KRW,,20900," ",0.626871703,0.678195999,NZD,,,,76.1,," ",,,,,,,,," "
2022-04-25,0.143672853,0.155435879,CNY,60," ",,,,," ",0.000750055,0.000811464,KRW,,20900," ",,,,,,,,," ",,,,,,,,," "
2022-04-26,0.143672853,0.155435879,CNY,60," ",,,,," ",0.000750055,0.000811464,KRW,,20450," ",0.626871703,0.678195999,NZD,,,,75.9,," ",,,,,,,,," "
2022-04-27,0.143672853,0.155435879,CNY,59," ",,,,," ",0.000750055,0.000811464,KRW,,20000," ",0.626871703,0.678195999,NZD,,,,75.75,," ",,,,,,,,," "
2022-04-28,0.143672853,0.155435879,CNY,59," ",,,,," ",0.000750055,0.000811464,KRW,,20200," ",0.626871703,0.678195999,NZD,,,,75.9,," ",,,,,,,,," "
2022-04-29,0.143672853,0.155435879,CNY,58.8," ",,,,," ",0.000750055,0.000811464,KRW,,20550," ",0.626871703,0.678195999,NZD,,,,75.9,," ",,,,,,,,," "
2022-05-05,0.140725068,0.148866013,CNY,58," ",,,,," ",,,,,," ",0.605388157,0.640409862,NZD,,,,76.3,," ",,,,,,,,," "
2022-05-06,0.140725068,0.148866013,CNY,58," ",,,,," ",0.000744412,0.000787476,KRW,,20600," ",0.605388157,0.640409862,NZD,,,,76.5,," ",,,,,,,,," "
2022-05-09,0.140725068,0.148866013,CNY,58," ",,,,," ",0.000744412,0.000787476,KRW,,20500," ",0.605388157,0.640409862,NZD,,,,76.47,," ",,,,,,,,," "
2022-05-10,0.140725068,0.148866013,CNY,58," ",,,,," ",0.000744412,0.000787476,KRW,,20400," ",0.605388157,0.640409862,NZD,,,,76.45,," ",,,,,,,,," "
2022-05-11,0.140725068,0.148866013,CNY,58," ",,,,," ",0.000744412,0.000787476,KRW,19700,20400," ",0.605388157,0.640409862,NZD,,,,76.45,," ",,,,,,,,," "
2022-05-12,0.140725068,0.148866013,CNY,58," ",,,,," ",0.000744412,0.000787476,KRW,,20300," ",0.605388157,0.640409862,NZD,,,,76.4,," ",,,,,,,,," "
2022-05-13,0.140725068,0.148866013,CNY,58," ",,,,," ",0.000744412,0.000787476,KRW,,20000," ",0.605388157,0.640409862,NZD,,,,76.5,," ",,,,,,,,," "
2022-05-16,0.140725068,0.148866013,CNY,58," ",,,,," ",0.000744412,0.000787476,KRW,,20000," ",0.605388157,0.640409862,NZD,,,,76.6,," ",,,,,,,,," "
2022-05-17,0.140725068,0.148866013,CNY,58," ",,,,," ",0.000744412,0.000787476,KRW,,21050," ",0.605388157,0.640409862,NZD,,,,76.6,," ",,,,,,,,," "
2022-05-18,0.140725068,0.148866013,CNY,58," ",,,,," ",0.000744412,0.000787476,KRW,,20400," ",0.605388157,0.640409862,NZD,,,,76.42,," ",,,,,,,,," "
2022-05-19,0.140725068,0.148866013,CNY,58," ",,,,," ",0.000744412,0.000787476,KRW,,20500," ",0.605388157,0.640409862,NZD,,,,76.47,," ",,,,,,,,," "
2022-05-20,0.140725068,0.148866013,CNY,58," ",,,,," ",0.000744412,0.000787476,KRW,,20600," ",0.605388157,0.640409862,NZD,,,,76.9,," ",,,,,,,,," "
2022-05-23,0.140725068,0.148866013,CNY,58.97," ",,,,," ",0.000744412,0.000787476,KRW,,20750," ",0.605388157,0.640409862,NZD,,,,77.05,," ",,,,,,,,," "
2022-05-24,0.140725068,0.148866013,CNY,59.18," ",,,,," ",0.000744412,0.000787476,KRW,,21150," ",0.605388157,0.640409862,NZD,,,,77.1,," ",,,,,,,,," "
2022-05-25,0.140725068,0.148866013,CNY,59," ",,,,," ",0.000744412,0.000787476,KRW,,21600," ",0.605388157,0.640409862,NZD,,,,77,," ",,,,,,,,," "
2022-05-26,0.140725068,0.148866013,CNY,59," ",,,,," ",0.000744412,0.000787476,KRW,,22450," ",0.605388157,0.640409862,NZD,,,,77,," ",,,,,,,,," "
2022-05-27,0.140725068,0.148866013,CNY,59," ",,,,," ",0.000744412,0.000787476,KRW,,22400," ",0.605388157,0.640409862,NZD,,,,77.2,," ",,,,,,,,," "
2022-05-30,0.140725068,0.148866013,CNY,59," ",,,,," ",0.000744412,0.000787476,KRW,,22550," ",0.605388157,0.640409862,NZD,,,,77,," ",,,,,,,,," "
2022-05-31,0.140725068,0.148866013,CNY,59," ",,,,," ",0.000744412,0.000787476,KRW,,22400," ",0.605388157,0.640409862,NZD,,,,76.87,," ",,,,,,,,," "
2022-06-01,0.141343417,0.149340884,CNY,59," ",,,,," ",,,,,," ",0.60118671,0.635202947,NZD,,,,76.85,," ",,,,,,,,," "
2022-06-02,0.141343417,0.149340884,CNY,59," ",,,,," ",0.000740947,0.000782871,KRW,,20200," ",0.60118671,0.635202947,NZD,,,,76.85,," ",,,,,,,,," "
2022-06-06,0.141343417,0.149340884,CNY,59," ",,,,," ",,,,,," ",0.60118671,0.635202947,NZD,,,,76.8,," ",,,,,,,,," "
2022-06-07,0.141343417,0.149340884,CNY,59," ",,,,," ",0.000740947,0.000782871,KRW,,19900," ",0.60118671,0.635202947,NZD,,,,76.8,," ",,,,,,,,," "
2022-06-08,0.141343417,0.149340884,CNY,59," ",,,,," ",0.000740947,0.000782871,KRW,17950,18200," ",0.60118671,0.635202947,NZD,,,,76.9,," ",,,,,,,,," "
2022-06-09,0.141343417,0.149340884,CNY,59," ",,,,," ",0.000740947,0.000782871,KRW,,16400," ",0.60118671,0.635202947,NZD,,,,76.8,," ",,,,,,,,," "
2022-06-10,0.141343417,0.149340884,CNY,59," ",,,,," ",0.000740947,0.000782871,KRW,,14800," ",0.60118671,0.635202947,NZD,,,,76.6,," ",,,,,,,,," "
2022-06-13,0.141343417,0.149340884,CNY,59," ",,,,," ",0.000740947,0.000782871,KRW,,13350," ",0.60118671,0.635202947,NZD,,,,76.6,," ",,,,,,,,," "
2022-06-14,0.141343417,0.149340884,CNY,59," ",,,,," ",0.000740947,0.000782871,KRW,,13500," ",0.60118671,0.635202947,NZD,,,,76.4,," ",,,,,,,,," "
2022-06-15,0.141343417,0.149340884,CNY,59," ",,,,," ",0.000740947,0.000782871,KRW,,14850," ",0.60118671,0.635202947,NZD,76,30,70,75.7,," ",,,,,,,,," "
2022-06-16,0.141343417,0.149340884,CNY,59," ",,,,," ",0.000740947,0.000782871,KRW,,16300," ",0.60118671,0.635202947,NZD,,,,77,," ",,,,,,,,," "
2022-06-17,0.141343417,0.149340884,CNY,59," ",,,,," ",0.000740947,0.000782871,KRW,,17900," ",0.60118671,0.635202947,NZD,,,,76.85,," ",,,,,,,,," "
2022-06-20,0.141343417,0.149340884,CNY,59.25," ",,,,," ",0.000740947,0.000782871,KRW,,19650," ",0.60118671,0.635202947,NZD,,,,76.6,," ",,,,,,,,," "
2022-06-21,0.141343417,0.149340884,CNY,59.6," ",,,,," ",0.000740947,0.000782871,KRW,,21000," ",0.60118671,0.635202947,NZD,,,,76.5,," ",,,,,,,,," "
2022-06-22,0.141343417,0.149340884,CNY,60," ",,,,," ",0.000740947,0.000782871,KRW,,18900," ",0.60118671,0.635202947,NZD,,,,76.5,," ",,,,,,,,," "
2022-06-23,0.141343417,0.149340884,CNY,60," ",,,,," ",0.000740947,0.000782871,KRW,,17050," ",0.60118671,0.635202947,NZD,,,,76.25,," ",,,,,,,,," "
2022-06-24,0.141343417,0.149340884,CNY,60," ",,,,," ",0.000740947,0.000782871,KRW,,16700," ",0.60118671,0.635202947,NZD,,,,76,," ",,,,,,,,," "
2022-06-27,0.141343417,0.149340884,CNY,60," ",,,,," ",0.000740947,0.000782871,KRW,,17950," ",0.60118671,0.635202947,NZD,,,,75.95,," ",,,,,,,,," "
2022-06-28,0.141343417,0.149340884,CNY,59," ",,,,," ",0.000740947,0.000782871,KRW,,18900," ",0.60118671,0.635202947,NZD,,,,76.2,," ",,,,,,,,," "
2022-06-29,0.141343417,0.149340884,CNY,58," ",,,,," ",0.000740947,0.000782871,KRW,,20550," ",0.60118671,0.635202947,NZD,,,,76.1,," ",,,,,,,,," "
2022-06-30,0.141343417,0.149340884,CNY,57.5," ",,,,," ",0.000740947,0.000782871,KRW,,20800," ",0.60118671,0.635202947,NZD,,,,76,," ",,,,,,,,," "
2022-07-01,0.145860539,0.148470053,CNY,58," ",,,,," ",0.000751433,0.000764877,KRW,,20550," ",0.609104078,0.62000124,NZD,,,,76,," ",,,,,,,,," "
2022-07-04,0.145860539,0.148470053,CNY,59," ",,,,," ",0.000751433,0.000764877,KRW,,21000," ",0.609104078,0.62000124,NZD,,,,75.4,," ",,,,,,,,," "
2022-07-05,0.145860539,0.148470053,CNY,57.5," ",,,,," ",0.000751433,0.000764877,KRW,,21000," ",0.609104078,0.62000124,NZD,,,,75.37,," ",,,,,,,,," "
2022-07-06,0.145860539,0.148470053,CNY,57.27," ",,,,," ",0.000751433,0.000764877,KRW,,22750," ",0.609104078,0.62000124,NZD,,,,75,," ",,,,,,,,," "
2022-07-07,0.145860539,0.148470053,CNY,59," ",,,,," ",0.000751433,0.000764877,KRW,,25000," ",0.609104078,0.62000124,NZD,,,,74.75,," ",,,,,,,,," "
2022-07-08,0.145860539,0.148470053,CNY,57.02," ",,,,," ",0.000751433,0.000764877,KRW,,25000," ",0.609104078,0.62000124,NZD,,,,74,," ",,,,,,,,," "
2022-07-11,0.145860539,0.148470053,CNY,58," ",,,,," ",0.000751433,0.000764877,KRW,,25000," ",0.609104078,0.62000124,NZD,,,,73,," ",,,,,,,,," "
2022-07-12,0.145860539,0.148470053,CNY,58," ",,,,," ",0.000751433,0.000764877,KRW,,25000," ",0.609104078,0.62000124,NZD,,,,73,," ",,,,,,,,," "
2022-07-13,0.145860539,0.148470053,CNY,59.1," ",,,,," ",0.000751433,0.000764877,KRW,24000,26000," ",0.609104078,0.62000124,NZD,,,,72.87,," ",,,,,,,,," "
2022-07-14,0.145860539,0.148470053,CNY,57.26," ",,,,," ",0.000751433,0.000764877,KRW,,26000," ",0.609104078,0.62000124,NZD,,,,73.15,," ",,,,,,,,," "
2022-07-15,0.145860539,0.148470053,CNY,58.24," ",,,,," ",0.000751433,0.000764877,KRW,,26000," ",0.609104078,0.62000124,NZD,,,,72.8,," ",,,,,,,,," "
2022-07-18,0.145860539,0.148470053,CNY,57.6," ",,,,," ",0.000751433,0.000764877,KRW,,26000," ",0.609104078,0.62000124,NZD,,,,72.9,," ",,,,,,,,," "
2022-07-19,0.145860539,0.148470053,CNY,57.4," ",,,,," ",0.000751433,0.000764877,KRW,,25000," ",0.609104078,0.62000124,NZD,,,,72.9,," ",,,,,,,,," "
2022-07-20,0.145860539,0.148470053,CNY,57.34," ",,,,," ",0.000751433,0.000764877,KRW,,26000," ",0.609104078,0.62000124,NZD,,,,72.87,," ",,,,,,,,," "
2022-07-21,0.145860539,0.148470053,CNY,58.22," ",,,,," ",0.000751433,0.000764877,KRW,,26000," ",0.609104078,0.62000124,NZD,,,,73.15,," ",,,,,,,,," "
2022-07-22,0.145860539,0.148470053,CNY,57," ",,,,," ",0.000751433,0.000764877,KRW,,26000," ",0.609104078,0.62000124,NZD,,,,73,," ",,,,,,,,," "
2022-07-25,0.145860539,0.148470053,CNY,57.3," ",,,,," ",0.000751433,0.000764877,KRW,,26000," ",0.609104078,0.62000124,NZD,,,,72.8,," ",,,,,,,,," "
2022-07-26,0.145860539,0.148470053,CNY,57.3," ",,,,," ",0.000751433,0.000764877,KRW,,27000," ",0.609104078,0.62000124,NZD,,,,72.55,," ",,,,,,,,," "
2022-07-27,0.145860539,0.148470053,CNY,57," ",,,,," ",0.000751433,0.000764877,KRW,,27500," ",0.609104078,0.62000124,NZD,,,,72.6,," ",,,,,,,,," "
2022-07-28,0.145860539,0.148470053,CNY,58.96," ",,,,," ",0.000751433,0.000764877,KRW,,28900," ",0.609104078,0.62000124,NZD,,,,80.75,," ",,,,,,,,," "
2022-07-29,0.145860539,0.148470053,CNY,58," ",,,,," ",0.000751433,0.000764877,KRW,,29000," ",0.609104078,0.62000124,NZD,,,,80.25,," ",,,,,,,,," "
2022-08-01,0.145147625,0.147011825,CNY,58.68," ",,,,," ",0.000748854,0.000758472,KRW,,29000," ",0.618543657,0.626487909,NZD,,,,80.3,," ",,,,,,,,," "
2022-08-02,0.145147625,0.147011825,CNY,57.35," ",,,,," ",0.000748854,0.000758472,KRW,,27500," ",0.618543657,0.626487909,NZD,,,,80.3,," ",,,,,,,,," "
2022-08-03,0.145147625,0.147011825,CNY,57.5," ",,,,," ",0.000748854,0.000758472,KRW,,29000," ",0.618543657,0.626487909,NZD,,,,80.25,," ",,,,,,,,," "
2022-08-04,0.145147625,0.147011825,CNY,57.5," ",,,,," ",0.000748854,0.000758472,KRW,,28200," ",0.618543657,0.626487909,NZD,,,,80,," ",,,,,,,,," "
2022-08-05,0.145147625,0.147011825,CNY,58.5," ",,,,," ",0.000748854,0.000758472,KRW,,28000," ",0.618543657,0.626487909,NZD,,,,80,," ",,,,,,,,," "
2022-08-08,0.145147625,0.147011825,CNY,59," ",,,,," ",0.000748854,0.000758472,KRW,,28000," ",0.618543657,0.626487909,NZD,,,,79.8,," ",,,,,,,,," "
2022-08-09,0.145147625,0.147011825,CNY,58.88," ",,,,," ",0.000748854,0.000758472,KRW,,27950," ",0.618543657,0.626487909,NZD,,,,79.85,," ",,,,,,,,," "
2022-08-10,0.145147625,0.147011825,CNY,58," ",,,,," ",0.000748854,0.000758472,KRW,27300,27900," ",0.618543657,0.626487909,NZD,,,,79.9,," ",,,,,,,,," "
2022-08-11,0.145147625,0.147011825,CNY,58," ",,,,," ",0.000748854,0.000758472,KRW,,27000," ",0.618543657,0.626487909,NZD,,,,80,," ",,,,,,,,," "
2022-08-12,0.145147625,0.147011825,CNY,58," ",,,,," ",0.000748854,0.000758472,KRW,,27200," ",0.618543657,0.626487909,NZD,,,,80.25,," ",,,,,,,,," "
2022-08-15,0.145147625,0.147011825,CNY,58," ",,,,," ",,,,,," ",0.618543657,0.626487909,NZD,,,,80.25,," ",,,,,,,,," "
2022-08-16,0.145147625,0.147011825,CNY,58," ",,,,," ",0.000748854,0.000758472,KRW,,27300," ",0.618543657,0.626487909,NZD,,,,80.75,," ",,,,,,,,," "
2022-08-17,0.145147625,0.147011825,CNY,58," ",,,,," ",0.000748854,0.000758472,KRW,,27400," ",0.618543657,0.626487909,NZD,,,,83.5,," ",,,,,,,,," "
2022-08-18,0.145147625,0.147011825,CNY,58," ",,,,," ",0.000748854,0.000758472,KRW,,27400," ",0.618543657,0.626487909,NZD,,,,83.45,," ",,,,,,,,," "
2022-08-19,0.145147625,0.147011825,CNY,58," ",,,,," ",0.000748854,0.000758472,KRW,,27700," ",0.618543657,0.626487909,NZD,,,,85.3,," ",,,,,,,,," "
2022-08-22,0.145147625,0.147011825,CNY,58," ",,,,," ",0.000748854,0.000758472,KRW,,27700," ",0.618543657,0.626487909,NZD,,,,85.5,," ",,,,,,,,," "
2022-08-23,0.145147625,0.147011825,CNY,58.8," ",,,,," ",0.000748854,0.000758472,KRW,,27100," ",0.618543657,0.626487909,NZD,,,,85.5,," ",,,,,,,,," "
2022-08-24,0.145147625,0.147011825,CNY,58.42," ",,,,," ",0.000748854,0.000758472,KRW,,27100," ",0.618543657,0.626487909,NZD,,,,86.05,," ",,,,,,,,," "
2022-08-25,0.145147625,0.147011825,CNY,58.5," ",,,,," ",0.000748854,0.000758472,KRW,,27100," ",0.618543657,0.626487909,NZD,,,,85.6,," ",,,,,,,,," "
2022-08-26,0.145147625,0.147011825,CNY,58.5," ",,,,," ",0.000748854,0.000758472,KRW,,27300," ",0.618543657,0.626487909,NZD,,,,85.7,," ",,,,,,,,," "
2022-08-29,0.145147625,0.147011825,CNY,58.5," ",,,,," ",0.000748854,0.000758472,KRW,,27300," ",0.618543657,0.626487909,NZD,,,,86.2,," ",,,,,,,,," "
