,"China National Emissions Trading System",,,," ","European Union Emissions Trading System (until 2018)",,,," ","Korean Emissions Trading System",,,,," ","New Zealand Emissions Trading System (Up to 2023)",,,,,,,," ","New Zealand Emissions Trading System (From 2024)",,,,,,,," "
Date,"Exchange rate CNY/EUR","Exchange rate CNY/USD","Market Currency","Secondary Market"," ","Exchange rate EUR/EUR","Exchange rate EUR/USD","Market Currency","Primary Market"," ","Exchange rate KRW/EUR","Exchange rate KRW/USD","Market Currency","Primary Market","Secondary Market"," ","Exchange rate NZD/EUR","Exchange rate NZD/USD","Market Currency","Primary Market","Primary Stability 1","Primary Stability 2","Secondary Market","Secondary Stability 5"," ","Exchange rate NZD/EUR","Exchange rate NZD/USD","Market Currency","Primary Market","Primary Stability 1","Primary Stability 2","Primary Stability 3","Secondary Market"," "
2014-02-18,,,,," ",1,1.36585,EUR,6.74," ",,,,,," ",0.606783373,0.82877507,NZD,,,,3.35,25," ",,,,,,,,," "
2014-02-19,,,,," ",1,1.36585,EUR,," ",,,,,," ",0.606783373,0.82877507,NZD,,,,3.3,25," ",,,,,,,,," "
2014-02-20,,,,," ",1,1.36585,EUR,6.92," ",,,,,," ",0.606783373,0.82877507,NZD,,,,3.4,25," ",,,,,,,,," "
2014-02-21,,,,," ",1,1.36585,EUR,6.85," ",,,,,," ",0.606783373,0.82877507,NZD,,,,3.4,25," ",,,,,,,,," "
2014-02-24,,,,," ",1,1.36585,EUR,7.1," ",,,,,," ",0.606783373,0.82877507,NZD,,,,3.4,25," ",,,,,,,,," "
2014-02-25,,,,," ",1,1.36585,EUR,6.85," ",,,,,," ",0.606783373,0.82877507,NZD,,,,3.4,25," ",,,,,,,,," "
2014-02-26,,,,," ",1,1.36585,EUR,," ",,,,,," ",0.606783373,0.82877507,NZD,,,,3.15,25," ",,,,,,,,," "
2014-02-27,,,,," ",1,1.36585,EUR,6.47," ",,,,,," ",0.606783373,0.82877507,NZD,,,,3.2,25," ",,,,,,,,," "
2014-02-28,,,,," ",1,1.36585,EUR,6.83," ",,,,,," ",0.606783373,0.82877507,NZD,,,,3.1,25," ",,,,,,,,," "
2014-03-03,,,,," ",1,1.382252381,EUR,6.97," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3.1,25," ",,,,,,,,," "
2014-03-04,,,,," ",1,1.382252381,EUR,6.65," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3.05,25," ",,,,,,,,," "
2014-03-05,,,,," ",1,1.382252381,EUR,6.89," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3.05,25," ",,,,,,,,," "
2014-03-06,,,,," ",1,1.382252381,EUR,6.71," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3.05,25," ",,,,,,,,," "
2014-03-07,,,,," ",1,1.382252381,EUR,6.72," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3.05,25," ",,,,,,,,," "
2014-03-10,,,,," ",1,1.382252381,EUR,6.93," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3.05,25," ",,,,,,,,," "
2014-03-11,,,,," ",1,1.382252381,EUR,6.81," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3.05,25," ",,,,,,,,," "
2014-03-12,,,,," ",1,1.382252381,EUR,," ",,,,,," ",0.616179954,0.851716208,NZD,,,,2.9,25," ",,,,,,,,," "
2014-03-13,,,,," ",1,1.382252381,EUR,6.51," ",,,,,," ",0.616179954,0.851716208,NZD,,,,2.87,25," ",,,,,,,,," "
2014-03-14,,,,," ",1,1.382252381,EUR,6.19," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3,25," ",,,,,,,,," "
2014-03-17,,,,," ",1,1.382252381,EUR,6.15," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3,25," ",,,,,,,,," "
2014-03-18,,,,," ",1,1.382252381,EUR,6," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3.02,25," ",,,,,,,,," "
2014-03-19,,,,," ",1,1.382252381,EUR,," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3.02,25," ",,,,,,,,," "
2014-03-20,,,,," ",1,1.382252381,EUR,6," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3.05,25," ",,,,,,,,," "
2014-03-21,,,,," ",1,1.382252381,EUR,6.1," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3.07,25," ",,,,,,,,," "
2014-03-24,,,,," ",1,1.382252381,EUR,6.08," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3.07,25," ",,,,,,,,," "
2014-03-25,,,,," ",1,1.382252381,EUR,5.8," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3.07,25," ",,,,,,,,," "
2014-03-26,,,,," ",1,1.382252381,EUR,," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3.06,25," ",,,,,,,,," "
2014-03-27,,,,," ",1,1.382252381,EUR,5.35," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3.06,25," ",,,,,,,,," "
2014-03-28,,,,," ",1,1.382252381,EUR,5.1," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3.1,25," ",,,,,,,,," "
2014-03-31,,,,," ",1,1.382252381,EUR,4.17," ",,,,,," ",0.616179954,0.851716208,NZD,,,,3.1,25," ",,,,,,,,," "
2014-04-01,,,,," ",1,1.38125,EUR,4.9," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3.07,25," ",,,,,,,,," "
2014-04-02,,,,," ",1,1.38125,EUR,," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3.06,25," ",,,,,,,,," "
2014-04-03,,,,," ",1,1.38125,EUR,4.6," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3.07,25," ",,,,,,,,," "
2014-04-04,,,,," ",1,1.38125,EUR,4.75," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3.07,25," ",,,,,,,,," "
2014-04-07,,,,," ",1,1.38125,EUR,4.72," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3.07,25," ",,,,,,,,," "
2014-04-08,,,,," ",1,1.38125,EUR,5.03," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3.06,25," ",,,,,,,,," "
2014-04-09,,,,," ",1,1.38125,EUR,," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3.06,25," ",,,,,,,,," "
2014-04-10,,,,," ",1,1.38125,EUR,5," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3.07,25," ",,,,,,,,," "
2014-04-11,,,,," ",1,1.38125,EUR,5.26," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3.05,25," ",,,,,,,,," "
2014-04-14,,,,," ",1,1.38125,EUR,5.3," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3.05,25," ",,,,,,,,," "
2014-04-15,,,,," ",1,1.38125,EUR,5.23," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3.06,25," ",,,,,,,,," "
2014-04-16,,,,," ",1,1.38125,EUR,," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3.05,25," ",,,,,,,,," "
2014-04-17,,,,," ",1,1.38125,EUR,5.46," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3.07,25," ",,,,,,,,," "
2014-04-22,,,,," ",1,1.38125,EUR,5.62," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3.05,25," ",,,,,,,,," "
2014-04-23,,,,," ",1,1.38125,EUR,," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3.07,25," ",,,,,,,,," "
2014-04-24,,,,," ",1,1.38125,EUR,5.77," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3.07,25," ",,,,,,,,," "
2014-04-25,,,,," ",1,1.38125,EUR,5.52," ",,,,,," ",,,,,,,,," ",,,,,,,,," "
2014-04-28,,,,," ",1,1.38125,EUR,5.21," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3.09,25," ",,,,,,,,," "
2014-04-29,,,,," ",1,1.38125,EUR,5.39," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3,25," ",,,,,,,,," "
2014-04-30,,,,," ",1,1.38125,EUR,," ",,,,,," ",0.624068529,0.861994656,NZD,,,,3.02,25," ",,,,,,,,," "
2014-05-02,,,,," ",1,1.373214286,EUR,5.28," ",,,,,," ",0.62696381,0.860955661,NZD,,,,3.05,25," ",,,,,,,,," "
2014-05-05,,,,," ",1,1.373214286,EUR,5.03," ",,,,,," ",0.62696381,0.860955661,NZD,,,,3.05,25," ",,,,,,,,," "
2014-05-06,,,,," ",1,1.373214286,EUR,5.25," ",,,,,," ",0.62696381,0.860955661,NZD,,,,3.05,25," ",,,,,,,,," "
2014-05-07,,,,," ",1,1.373214286,EUR,," ",,,,,," ",0.62696381,0.860955661,NZD,,,,3.05,25," ",,,,,,,,," "
2014-05-08,,,,," ",1,1.373214286,EUR,5.09," ",,,,,," ",0.62696381,0.860955661,NZD,,,,3.11,25," ",,,,,,,,," "
2014-05-09,,,,," ",1,1.373214286,EUR,5.1," ",,,,,," ",0.62696381,0.860955661,NZD,,,,3.11,25," ",,,,,,,,," "
2014-05-12,,,,," ",1,1.373214286,EUR,5.28," ",,,,,," ",0.62696381,0.860955661,NZD,,,,3.12,25," ",,,,,,,,," "
2014-05-13,,,,," ",1,1.373214286,EUR,5.34," ",,,,,," ",0.62696381,0.860955661,NZD,,,,3.16,25," ",,,,,,,,," "
2014-05-14,,,,," ",1,1.373214286,EUR,," ",,,,,," ",0.62696381,0.860955661,NZD,,,,3.15,25," ",,,,,,,,," "
2014-05-15,,,,," ",1,1.373214286,EUR,4.75," ",,,,,," ",0.62696381,0.860955661,NZD,,,,3.09,25," ",,,,,,,,," "
2014-05-16,,,,," ",1,1.373214286,EUR,4.72," ",,,,,," ",0.62696381,0.860955661,NZD,,,,3.9,25," ",,,,,,,,," "
2014-05-19,,,,," ",1,1.373214286,EUR,4.6," ",,,,,," ",0.62696381,0.860955661,NZD,,,,4.15,25," ",,,,,,,,," "
2014-05-20,,,,," ",1,1.373214286,EUR,4.59," ",,,,,," ",0.62696381,0.860955661,NZD,,,,4.2,25," ",,,,,,,,," "
2014-05-21,,,,," ",1,1.373214286,EUR,," ",,,,,," ",0.62696381,0.860955661,NZD,,,,4.1,25," ",,,,,,,,," "
2014-05-22,,,,," ",1,1.373214286,EUR,5.23," ",,,,,," ",0.62696381,0.860955661,NZD,,,,4.3,25," ",,,,,,,,," "
2014-05-23,,,,," ",1,1.373214286,EUR,5.08," ",,,,,," ",0.62696381,0.860955661,NZD,,,,4.4,25," ",,,,,,,,," "
2014-05-26,,,,," ",1,1.373214286,EUR,4.98," ",,,,,," ",0.62696381,0.860955661,NZD,,,,4.6,25," ",,,,,,,,," "
2014-05-27,,,,," ",1,1.373214286,EUR,5.05," ",,,,,," ",0.62696381,0.860955661,NZD,,,,4.65,25," ",,,,,,,,," "
2014-05-28,,,,," ",1,1.373214286,EUR,," ",,,,,," ",0.62696381,0.860955661,NZD,,,,5.2,25," ",,,,,,,,," "
2014-05-29,,,,," ",1,1.373214286,EUR,," ",,,,,," ",0.62696381,0.860955661,NZD,,,,5.15,25," ",,,,,,,,," "
2014-05-30,,,,," ",1,1.373214286,EUR,5.1," ",,,,,," ",0.62696381,0.860955661,NZD,,,,5,25," ",,,,,,,,," "
2014-06-02,,,,," ",1,1.359238095,EUR,4.94," ",,,,,," ",,,,,,,,," ",,,,,,,,," "
2014-06-03,,,,," ",1,1.359238095,EUR,5.19," ",,,,,," ",0.63428423,0.862143288,NZD,,,,5,25," ",,,,,,,,," "
2014-06-04,,,,," ",1,1.359238095,EUR,," ",,,,,," ",0.63428423,0.862143288,NZD,,,,5,25," ",,,,,,,,," "
2014-06-05,,,,," ",1,1.359238095,EUR,5.5," ",,,,,," ",0.63428423,0.862143288,NZD,,,,5.05,25," ",,,,,,,,," "
2014-06-06,,,,," ",1,1.359238095,EUR,5.41," ",,,,,," ",0.63428423,0.862143288,NZD,,,,4.92,25," ",,,,,,,,," "
2014-06-09,,,,," ",1,1.359238095,EUR,," ",,,,,," ",0.63428423,0.862143288,NZD,,,,4.9,25," ",,,,,,,,," "
2014-06-10,,,,," ",1,1.359238095,EUR,5.45," ",,,,,," ",0.63428423,0.862143288,NZD,,,,4.9,25," ",,,,,,,,," "
2014-06-11,,,,," ",1,1.359238095,EUR,," ",,,,,," ",0.63428423,0.862143288,NZD,,,,4.9,25," ",,,,,,,,," "
2014-06-12,,,,," ",1,1.359238095,EUR,5.4," ",,,,,," ",0.63428423,0.862143288,NZD,,,,4.7,25," ",,,,,,,,," "
2014-06-13,,,,," ",1,1.359238095,EUR,5.63," ",,,,,," ",0.63428423,0.862143288,NZD,,,,4.7,25," ",,,,,,,,," "
2014-06-16,,,,," ",1,1.359238095,EUR,5.68," ",,,,,," ",0.63428423,0.862143288,NZD,,,,4.7,25," ",,,,,,,,," "
2014-06-17,,,,," ",1,1.359238095,EUR,5.55," ",,,,,," ",0.63428423,0.862143288,NZD,,,,4.1,25," ",,,,,,,,," "
2014-06-18,,,,," ",1,1.359238095,EUR,," ",,,,,," ",0.63428423,0.862143288,NZD,,,,4.2,25," ",,,,,,,,," "
2014-06-19,,,,," ",1,1.359238095,EUR,5.6," ",,,,,," ",0.63428423,0.862143288,NZD,,,,4.2,25," ",,,,,,,,," "
2014-06-20,,,,," ",1,1.359238095,EUR,5.56," ",,,,,," ",0.63428423,0.862143288,NZD,,,,4.2,25," ",,,,,,,,," "
2014-06-23,,,,," ",1,1.359238095,EUR,5.64," ",,,,,," ",0.63428423,0.862143288,NZD,,,,4.15,25," ",,,,,,,,," "
2014-06-24,,,,," ",1,1.359238095,EUR,5.84," ",,,,,," ",0.63428423,0.862143288,NZD,,,,4.15,25," ",,,,,,,,," "
2014-06-25,,,,," ",1,1.359238095,EUR,," ",,,,,," ",0.63428423,0.862143288,NZD,,,,4.2,25," ",,,,,,,,," "
2014-06-26,,,,," ",1,1.359238095,EUR,5.77," ",,,,,," ",0.63428423,0.862143288,NZD,,,,4.2,25," ",,,,,,,,," "
2014-06-27,,,,," ",1,1.359238095,EUR,5.7," ",,,,,," ",0.63428423,0.862143288,NZD,,,,4.2,25," ",,,,,,,,," "
2014-06-30,,,,," ",1,1.359238095,EUR,5.82," ",,,,,," ",0.63428423,0.862143288,NZD,,,,4.2,25," ",,,,,,,,," "
2014-07-01,,,,," ",1,1.353917391,EUR,5.8," ",,,,,," ",0.642314549,0.869640838,NZD,,,,4.2,25," ",,,,,,,,," "
2014-07-02,,,,," ",1,1.353917391,EUR,," ",,,,,," ",0.642314549,0.869640838,NZD,,,,4.2,25," ",,,,,,,,," "
2014-07-03,,,,," ",1,1.353917391,EUR,5.97," ",,,,,," ",0.642314549,0.869640838,NZD,,,,4.2,25," ",,,,,,,,," "
2014-07-04,,,,," ",1,1.353917391,EUR,5.91," ",,,,,," ",0.642314549,0.869640838,NZD,,,,4.2,25," ",,,,,,,,," "
2014-07-07,,,,," ",1,1.353917391,EUR,5.5," ",,,,,," ",0.642314549,0.869640838,NZD,,,,4.15,25," ",,,,,,,,," "
2014-07-08,,,,," ",1,1.353917391,EUR,5.6," ",,,,,," ",0.642314549,0.869640838,NZD,,,,4.15,25," ",,,,,,,,," "
2014-07-09,,,,," ",1,1.353917391,EUR,," ",,,,,," ",0.642314549,0.869640838,NZD,,,,4.15,25," ",,,,,,,,," "
2014-07-10,,,,," ",1,1.353917391,EUR,5.72," ",,,,,," ",0.642314549,0.869640838,NZD,,,,4.15,25," ",,,,,,,,," "
2014-07-11,,,,," ",1,1.353917391,EUR,5.64," ",,,,,," ",0.642314549,0.869640838,NZD,,,,4.15,25," ",,,,,,,,," "
2014-07-14,,,,," ",1,1.353917391,EUR,5.7," ",,,,,," ",0.642314549,0.869640838,NZD,,,,4.1,25," ",,,,,,,,," "
2014-07-15,,,,," ",1,1.353917391,EUR,5.88," ",,,,,," ",0.642314549,0.869640838,NZD,,,,4.07,25," ",,,,,,,,," "
2014-07-16,,,,," ",1,1.353917391,EUR,," ",,,,,," ",0.642314549,0.869640838,NZD,,,,4.02,25," ",,,,,,,,," "
2014-07-17,,,,," ",1,1.353917391,EUR,6.07," ",,,,,," ",0.642314549,0.869640838,NZD,,,,4,25," ",,,,,,,,," "
2014-07-18,,,,," ",1,1.353917391,EUR,6," ",,,,,," ",0.642314549,0.869640838,NZD,,,,3.95,25," ",,,,,,,,," "
2014-07-21,,,,," ",1,1.353917391,EUR,6.02," ",,,,,," ",0.642314549,0.869640838,NZD,,,,4,25," ",,,,,,,,," "
2014-07-22,,,,," ",1,1.353917391,EUR,6.1," ",,,,,," ",0.642314549,0.869640838,NZD,,,,4,25," ",,,,,,,,," "
2014-07-23,,,,," ",1,1.353917391,EUR,," ",,,,,," ",0.642314549,0.869640838,NZD,,,,3.97,25," ",,,,,,,,," "
2014-07-24,,,,," ",1,1.353917391,EUR,6.1," ",,,,,," ",0.642314549,0.869640838,NZD,,,,3.95,25," ",,,,,,,,," "
2014-07-25,,,,," ",1,1.353917391,EUR,5.99," ",,,,,," ",0.642314549,0.869640838,NZD,,,,4,25," ",,,,,,,,," "
2014-07-28,,,,," ",1,1.353917391,EUR,6.05," ",,,,,," ",0.642314549,0.869640838,NZD,,,,4,25," ",,,,,,,,," "
2014-07-29,,,,," ",1,1.353917391,EUR,6.1," ",,,,,," ",0.642314549,0.869640838,NZD,,,,3.97,25," ",,,,,,,,," "
2014-07-30,,,,," ",1,1.353917391,EUR,," ",,,,,," ",0.642314549,0.869640838,NZD,,,,3.97,25," ",,,,,,,,," "
2014-07-31,,,,," ",1,1.353917391,EUR,6.11," ",,,,,," ",0.642314549,0.869640838,NZD,,,,3.9,25," ",,,,,,,,," "
2014-08-01,,,,," ",1,1.331609524,EUR,6.29," ",,,,,," ",0.633410002,0.843454791,NZD,,,,3.95,25," ",,,,,,,,," "
2014-08-04,,,,," ",1,1.331609524,EUR,6.27," ",,,,,," ",0.633410002,0.843454791,NZD,,,,3.95,25," ",,,,,,,,," "
2014-08-05,,,,," ",1,1.331609524,EUR,6.17," ",,,,,," ",0.633410002,0.843454791,NZD,,,,3.95,25," ",,,,,,,,," "
2014-08-06,,,,," ",1,1.331609524,EUR,," ",,,,,," ",0.633410002,0.843454791,NZD,,,,3.95,25," ",,,,,,,,," "
2014-08-07,,,,," ",1,1.331609524,EUR,6.2," ",,,,,," ",0.633410002,0.843454791,NZD,,,,3.95,25," ",,,,,,,,," "
2014-08-08,,,,," ",1,1.331609524,EUR,5.93," ",,,,,," ",0.633410002,0.843454791,NZD,,,,3.95,25," ",,,,,,,,," "
2014-08-11,,,,," ",1,1.331609524,EUR,5.95," ",,,,,," ",0.633410002,0.843454791,NZD,,,,3.95,25," ",,,,,,,,," "
2014-08-12,,,,," ",1,1.331609524,EUR,6.07," ",,,,,," ",0.633410002,0.843454791,NZD,,,,3.95,25," ",,,,,,,,," "
2014-08-13,,,,," ",1,1.331609524,EUR,," ",,,,,," ",0.633410002,0.843454791,NZD,,,,3.9,25," ",,,,,,,,," "
2014-08-14,,,,," ",1,1.331609524,EUR,6.22," ",,,,,," ",0.633410002,0.843454791,NZD,,,,3.85,25," ",,,,,,,,," "
2014-08-15,,,,," ",1,1.331609524,EUR,6.18," ",,,,,," ",0.633410002,0.843454791,NZD,,,,3.85,25," ",,,,,,,,," "
2014-08-18,,,,," ",1,1.331609524,EUR,6.34," ",,,,,," ",0.633410002,0.843454791,NZD,,,,3.85,25," ",,,,,,,,," "
2014-08-19,,,,," ",1,1.331609524,EUR,6.28," ",,,,,," ",0.633410002,0.843454791,NZD,,,,3.85,25," ",,,,,,,,," "
2014-08-20,,,,," ",1,1.331609524,EUR,," ",,,,,," ",0.633410002,0.843454791,NZD,,,,3.85,25," ",,,,,,,,," "
2014-08-21,,,,," ",1,1.331609524,EUR,6.43," ",,,,,," ",0.633410002,0.843454791,NZD,,,,3.8,25," ",,,,,,,,," "
2014-08-22,,,,," ",1,1.331609524,EUR,6.34," ",,,,,," ",0.633410002,0.843454791,NZD,,,,3.8,25," ",,,,,,,,," "
2014-08-25,,,,," ",1,1.331609524,EUR,6.3," ",,,,,," ",0.633410002,0.843454791,NZD,,,,3.8,25," ",,,,,,,,," "
2014-08-26,,,,," ",1,1.331609524,EUR,6.26," ",,,,,," ",0.633410002,0.843454791,NZD,,,,3.9,25," ",,,,,,,,," "
2014-08-27,,,,," ",1,1.331609524,EUR,," ",,,,,," ",0.633410002,0.843454791,NZD,,,,4,25," ",,,,,,,,," "
2014-08-28,,,,," ",1,1.331609524,EUR,6.38," ",,,,,," ",0.633410002,0.843454791,NZD,,,,4,25," ",,,,,,,,," "
2014-08-29,,,,," ",1,1.331609524,EUR,6.4," ",,,,,," ",0.633410002,0.843454791,NZD,,,,4.25,25," ",,,,,,,,," "
2014-09-01,,,,," ",1,1.290136364,EUR,6.25," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.25,25," ",,,,,,,,," "
2014-09-02,,,,," ",1,1.290136364,EUR,6.35," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.35,25," ",,,,,,,,," "
2014-09-03,,,,," ",1,1.290136364,EUR,5.7," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.35,25," ",,,,,,,,," "
2014-09-04,,,,," ",1,1.290136364,EUR,6.25," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.35,25," ",,,,,,,,," "
2014-09-05,,,,," ",1,1.290136364,EUR,6.04," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.35,25," ",,,,,,,,," "
2014-09-08,,,,," ",1,1.290136364,EUR,6.25," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.35,25," ",,,,,,,,," "
2014-09-09,,,,," ",1,1.290136364,EUR,6.23," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.45,25," ",,,,,,,,," "
2014-09-10,,,,," ",1,1.290136364,EUR,," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.5,25," ",,,,,,,,," "
2014-09-11,,,,," ",1,1.290136364,EUR,6.07," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.5,25," ",,,,,,,,," "
2014-09-12,,,,," ",1,1.290136364,EUR,6.06," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.5,25," ",,,,,,,,," "
2014-09-15,,,,," ",1,1.290136364,EUR,5.95," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.5,25," ",,,,,,,,," "
2014-09-16,,,,," ",1,1.290136364,EUR,5.81," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.45,25," ",,,,,,,,," "
2014-09-17,,,,," ",1,1.290136364,EUR,," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.5,25," ",,,,,,,,," "
2014-09-18,,,,," ",1,1.290136364,EUR,5.83," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.45,25," ",,,,,,,,," "
2014-09-19,,,,," ",1,1.290136364,EUR,5.94," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.45,25," ",,,,,,,,," "
2014-09-22,,,,," ",1,1.290136364,EUR,5.98," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.45,25," ",,,,,,,,," "
2014-09-23,,,,," ",1,1.290136364,EUR,5.9," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.42,25," ",,,,,,,,," "
2014-09-24,,,,," ",1,1.290136364,EUR,," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.42,25," ",,,,,,,,," "
2014-09-25,,,,," ",1,1.290136364,EUR,5.72," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.42,25," ",,,,,,,,," "
2014-09-26,,,,," ",1,1.290136364,EUR,5.8," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.42,25," ",,,,,,,,," "
2014-09-29,,,,," ",1,1.290136364,EUR,5.85," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.42,25," ",,,,,,,,," "
2014-09-30,,,,," ",1,1.290136364,EUR,5.68," ",,,,,," ",0.633002746,0.816659861,NZD,,,,4.3,25," ",,,,,,,,," "
2014-10-01,,,,," ",1,1.267273913,EUR,5.5," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.37,25," ",,,,,,,,," "
2014-10-02,,,,," ",1,1.267273913,EUR,5.74," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.35,25," ",,,,,,,,," "
2014-10-03,,,,," ",1,1.267273913,EUR,," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.35,25," ",,,,,,,,," "
2014-10-06,,,,," ",1,1.267273913,EUR,5.67," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.35,25," ",,,,,,,,," "
2014-10-07,,,,," ",1,1.267273913,EUR,5.67," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.35,25," ",,,,,,,,," "
2014-10-08,,,,," ",1,1.267273913,EUR,," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.35,25," ",,,,,,,,," "
2014-10-09,,,,," ",1,1.267273913,EUR,6.06," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.4,25," ",,,,,,,,," "
2014-10-10,,,,," ",1,1.267273913,EUR,6.03," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.4,25," ",,,,,,,,," "
2014-10-13,,,,," ",1,1.267273913,EUR,5.88," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.42,25," ",,,,,,,,," "
2014-10-14,,,,," ",1,1.267273913,EUR,6.01," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.4,25," ",,,,,,,,," "
2014-10-15,,,,," ",1,1.267273913,EUR,," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.45,25," ",,,,,,,,," "
2014-10-16,,,,," ",1,1.267273913,EUR,6.16," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.4,25," ",,,,,,,,," "
2014-10-17,,,,," ",1,1.267273913,EUR,6.23," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.35,25," ",,,,,,,,," "
2014-10-20,,,,," ",1,1.267273913,EUR,6.03," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.3,25," ",,,,,,,,," "
2014-10-21,,,,," ",1,1.267273913,EUR,6.15," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.4,25," ",,,,,,,,," "
2014-10-22,,,,," ",1,1.267273913,EUR,," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.4,25," ",,,,,,,,," "
2014-10-23,,,,," ",1,1.267273913,EUR,6.16," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.42,25," ",,,,,,,,," "
2014-10-24,,,,," ",1,1.267273913,EUR,6.35," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.42,25," ",,,,,,,,," "
2014-10-27,,,,," ",1,1.267273913,EUR,6.33," ",,,,,," ",,,,,,,,," ",,,,,,,,," "
2014-10-28,,,,," ",1,1.267273913,EUR,6.26," ",,,,,," ",,,,,,,,," ",,,,,,,,," "
2014-10-29,,,,," ",1,1.267273913,EUR,5.92," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.35,25," ",,,,,,,,," "
2014-10-30,,,,," ",1,1.267273913,EUR,6.38," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.3,25," ",,,,,,,,," "
2014-10-31,,,,," ",1,1.267273913,EUR,6.35," ",,,,,," ",0.620943805,0.786905886,NZD,,,,4.35,25," ",,,,,,,,," "
2014-11-03,,,,," ",1,1.24722,EUR,6.3," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.4,25," ",,,,,,,,," "
2014-11-04,,,,," ",1,1.24722,EUR,6.56," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.35,25," ",,,,,,,,," "
2014-11-05,,,,," ",1,1.24722,EUR,," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.37,25," ",,,,,,,,," "
